,Actors,Awards,BoxOffice,Country,DVD,Director,Genre,Language,Metascore,Plot,Poster,Production,Rated,Released,Response,Runtime,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes,tomatoImage,tomatoReviews
0,"Leonardo DiCaprio, Matt Damon, Jack Nicholson, Mark Wahlberg",Won 4 Oscars. Another 90 wins & 125 nominations.,"$132,300,000.00","USA, Hong Kong",13 Feb 2007,Martin Scorsese,"Crime, Drama, Thriller","English, Cantonese",85,An undercover cop and a mole in the police attempt to identify each other while infiltrating an Irish gang in South Boston.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI1MTY2OTIxNV5BMl5BanBnXkFtZTYwNjQ4NjY3._V1_SX300.jpg,Warner Bros. Pictures,R,06 Oct 2006,True,151 min,The Departed,movie,http://www.thedeparted.com/,"William Monahan (screenplay), Alan Mak, Felix Chong",2006,tt0407887,8.5,"914,999",certified,264
1,"Hugh Jackman, Christian Bale, Michael Caine, Piper Perabo",Nominated for 2 Oscars. Another 5 wins & 32 nominations.,"$53,100,000.00","USA, UK",20 Feb 2007,Christopher Nolan,"Drama, Mystery, Sci-Fi",English,66,Two stage magicians engage in competitive one-upmanship in an attempt to create the ultimate stage illusion.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA4NDI0MTIxNF5BMl5BanBnXkFtZTYwNTM0MzY2._V1_SX300.jpg,Buena Vista Pictures,PG-13,20 Oct 2006,True,130 min,The Prestige,movie,http://touchstone.movies.go.com/index.html?dlink=prestige,"Jonathan Nolan (screenplay), Christopher Nolan (screenplay), Christopher Priest (novel)",2006,tt0482571,8.5,"892,251",certified,188
2,"Daniel Craig, Eva Green, Mads Mikkelsen, Judi Dench",Won 1 BAFTA Film Award. Another 25 wins & 39 nominations.,"$167,007,184.00","UK, Czech Republic, USA, Germany, Bahamas, Italy",13 Mar 2007,Martin Campbell,"Action, Adventure, Thriller","English, French",80,"Armed with a licence to kill, Secret Agent James Bond sets out on his first mission as 007 and must defeat a weapons dealer in a high stakes game of poker at Casino Royale, but things are not what they seem.",https://images-na.ssl-images-amazon.com/images/M/MV5BMDI5ZWJhOWItYTlhOC00YWNhLTlkNzctNDU5YTI1M2E1MWZhXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,Sony,PG-13,17 Nov 2006,True,144 min,Casino Royale,movie,http://www.sonypictures.com/movies/casinoroyale/site/,"Neal Purvis (screenplay), Robert Wade (screenplay), Paul Haggis (screenplay), Ian Fleming (novel)",2006,tt0381061,8.0,"489,236",certified,246
3,"Owen Wilson, Paul Newman, Bonnie Hunt, Larry the Cable Guy",Nominated for 2 Oscars. Another 27 wins & 28 nominations.,"$244,052,771.00",USA,07 Nov 2006,"John Lasseter, Joe Ranft","Animation, Adventure, Comedy","English, Italian, Japanese, Yiddish",73,"A hot-shot race-car named Lightning McQueen gets waylaid in Radiator Springs, where he finds the true meaning of friendship and family.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTg5NzY0MzA2MV5BMl5BanBnXkFtZTYwNDc3NTc2._V1_SX300.jpg,Buena Vista,G,09 Jun 2006,True,117 min,Cars,movie,http://www.carsthemovie.com,"John Lasseter (original story by), Joe Ranft (original story by), Jorgen Klubien (original story by), Dan Fogelman (screenplay), John Lasseter (screenplay), Joe Ranft (screenplay), Kiel Murray (screenplay), Phil Lorin (screenplay), Jorgen Klubien (screenplay)",2006,tt0317219,7.1,"278,257",certified,196
4,"Rudy Youngblood, Dalia Hernández, Jonathan Brewer, Morris Birdyellowhead",Nominated for 3 Oscars. Another 9 wins & 17 nominations.,"$50,772,724.00",USA,22 May 2007,Mel Gibson,"Action, Adventure, Drama",Maya,68,"As the Mayan kingdom faces its decline, the rulers insist the key to prosperity is to build more temples and offer human sacrifices. Jaguar Paw, a young man captured for sacrifice, flees to avoid his fate.",https://images-na.ssl-images-amazon.com/images/M/MV5BNTM1NjYyNTY5OV5BMl5BanBnXkFtZTcwMjgwNTMzMQ@@._V1_SX300.jpg,Buena Vista,R,08 Dec 2006,True,139 min,Apocalypto,movie,http://www.apocalypto.com/,"Mel Gibson, Farhad Safinia",2006,tt0472043,7.8,"243,025",fresh,196
5,"Gerard Butler, Lena Headey, Dominic West, David Wenham",16 wins & 42 nominations.,"$210,500,000.00",USA,31 Jul 2007,Zack Snyder,"Action, Fantasy",English,52,King Leonidas of Sparta and a force of 300 men fight the Persians at Thermopylae in 480 B.C.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjAzNTkzNjcxNl5BMl5BanBnXkFtZTYwNDA4NjE3._V1_SX300.jpg,Warner Bros. Pictures,R,09 Mar 2007,True,117 min,300,movie,http://300themovie.warnerbros.com/,"Zack Snyder (screenplay), Kurt Johnstad (screenplay), Michael B. Gordon (screenplay), Frank Miller (graphic novel), Lynn Varley (graphic novel)",2006,tt0416449,7.7,"624,934",fresh,227
6,"Ivana Baquero, Sergi López, Maribel Verdú, Doug Jones",Won 3 Oscars. Another 94 wins & 100 nominations.,"$37,500,000.00","Spain, Mexico, USA",18 May 2007,Guillermo del Toro,"Drama, Fantasy, War",Spanish,98,"In the falangist Spain of 1944, the bookish young stepdaughter of a sadistic army officer escapes into an eerie but captivating fantasy world.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTU3ODg2NjQ5NF5BMl5BanBnXkFtZTcwMDEwODgzMQ@@._V1_SX300.jpg,Picturehouse,R,19 Jan 2007,True,118 min,Pan's Labyrinth,movie,http://www.panslabyrinth.com/,Guillermo del Toro,2006,tt0457430,8.2,"486,141",certified,225
7,"Meryl Streep, Anne Hathaway, Emily Blunt, Stanley Tucci",Nominated for 2 Oscars. Another 16 wins & 48 nominations.,"$124,700,000.00","USA, France",12 Dec 2006,David Frankel,"Comedy, Drama","English, French",62,"A smart but sensible new graduate lands a job as an assistant to Miranda Priestly, the demanding editor-in-chief of a high fashion magazine.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTMyNjk4Njc3NV5BMl5BanBnXkFtZTcwNDkyMTEzMw@@._V1_SX300.jpg,20th Century Fox,PG-13,30 Jun 2006,True,109 min,The Devil Wears Prada,movie,http://www.devilwearspradamovie.com/,"Aline Brosh McKenna (screenplay), Lauren Weisberger (novel)",2006,tt0458352,6.8,"296,967",certified,189
8,"Johnny Depp, Orlando Bloom, Keira Knightley, Jack Davenport",Won 1 Oscar. Another 42 wins & 51 nominations.,"$423,032,628.00",USA,05 Dec 2006,Gore Verbinski,"Action, Adventure, Fantasy","English, Turkish, Greek, Mandarin, French",53,"Jack Sparrow races to recover the heart of Davy Jones to avoid enslaving his soul to Jones' service, as other friends and foes seek the heart for their own agenda as well.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTcwODc1MTMxM15BMl5BanBnXkFtZTYwMDg1NzY3._V1_SX300.jpg,Buena Vista,PG-13,07 Jul 2006,True,151 min,Pirates of the Caribbean: Dead Man's Chest,movie,http://pirates.movies.com,"Ted Elliott, Terry Rossio, Ted Elliott (characters), Terry Rossio (characters), Stuart Beattie (characters), Jay Wolpert (characters)",2006,tt0383574,7.3,"542,559",rotten,219
9,"Clive Owen, Juan Gabriel Yacuzzi, Michael Caine, Mishal Husain",Nominated for 3 Oscars. Another 41 wins & 71 nominations.,"$35,100,000.00","USA, UK, Japan",27 Mar 2007,Alfonso Cuarón,"Drama, Sci-Fi, Thriller","English, German, Italian, Romanian, Spanish, Arabic, Georgian, Russian, Serbian",84,"In 2027, in a chaotic world in which women have become somehow infertile, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea.",https://images-na.ssl-images-amazon.com/images/M/MV5BNDIyZjQ5M2EtYTcwMS00MGFiLWE2NmYtZGQwMzg1NjI5MmJlXkEyXkFqcGdeQXVyNjQyMjcwNDM@._V1_SX300.jpg,Universal Pictures,R,05 Jan 2007,True,109 min,Children of Men,movie,http://www.childrenofmen.net/,"Alfonso Cuarón (screenplay), Timothy J. Sexton (screenplay), David Arata (screenplay), Mark Fergus (screenplay), Hawk Ostby (screenplay), P.D. James (novel)",2006,tt0206634,7.9,"375,110",certified,238
